omega_1_1_12
omega_1_2_24
omega_1_3_22
omega_1_4_20
omega_2_1_1
omega_2_2_25
omega_2_3_1
omega_2_4_1
omega_3_1_25
omega_3_2_1
omega_3_3_7
omega_3_4_19
omega_4_1_2
omega_4_2_10
omega_4_3_6
omega_4_4_1
omega_5_1_18
omega_5_2_8
omega_5_3_23
omega_5_4_1
omega_6_1_0
omega_6_2_1
omega_6_3_14
omega_6_4_0
omega_7_1_22
omega_7_2_12
omega_7_3_1
omega_7_4_3
omega_8_1_4
omega_8_2_4
omega_8_3_2
omega_8_4_4
omega_9_1_1
omega_9_2_6
omega_9_3_0
omega_9_4_17
omega_10_1_2
omega_10_2_1
omega_10_3_2
omega_10_4_0
omega_11_1_4
