omega_1_1_22
omega_1_2_15
omega_1_3_17
omega_1_4_14
omega_1_5_12
omega_2_1_0
omega_2_2_2
omega_2_3_10
omega_2_4_1
omega_2_5_1
omega_3_1_0
omega_3_2_3
omega_3_3_14
omega_3_4_2
omega_3_5_22
omega_4_1_15
omega_4_2_23
omega_4_3_22
omega_4_4_14
omega_4_5_2
omega_5_1_5
omega_5_2_1
omega_5_3_4
omega_5_4_1
omega_5_5_1
omega_6_1_0
omega_6_2_0
omega_6_3_0
omega_6_4_1
omega_6_5_2
omega_7_1_5
omega_7_2_3
omega_7_3_21
omega_7_4_0
omega_7_5_13
omega_8_1_23
omega_8_2_19
omega_8_3_25
omega_8_4_10
omega_8_5_3
omega_9_1_1
omega_9_2_0
omega_9_3_16
omega_9_4_3
omega_9_5_10
omega_10_1_7
omega_10_2_2
omega_10_3_2
omega_10_4_3
omega_10_5_2
omega_11_1_3
