omega_1_1_17
omega_1_2_9
omega_1_3_10
omega_1_4_14
omega_1_5_10
omega_1_6_18
omega_1_7_12
omega_2_1_0
omega_2_2_2
omega_2_3_5
omega_2_4_3
omega_2_5_4
omega_2_6_15
omega_2_7_7
omega_3_1_0
omega_3_2_18
omega_3_3_6
omega_3_4_0
omega_3_5_3
omega_3_6_4
omega_3_7_5
omega_4_1_3
omega_4_2_2
omega_4_3_1
omega_4_4_6
omega_4_5_4
omega_4_6_2
omega_4_7_2
omega_5_1_9
omega_5_2_7
omega_5_3_19
omega_5_4_17
omega_5_5_6
omega_5_6_2
omega_5_7_3
omega_6_1_0
omega_6_2_2
omega_6_3_0
omega_6_4_1
omega_6_5_3
omega_6_6_24
omega_6_7_3
omega_7_1_7
omega_7_2_7
omega_7_3_2
omega_7_4_3
omega_7_5_5
omega_7_6_6
omega_7_7_5
omega_8_1_0
omega_8_2_0
omega_8_3_0
omega_8_4_15
omega_8_5_0
omega_8_6_6
omega_8_7_5
omega_9_1_17
omega_9_2_4
omega_9_3_0
omega_9_4_10
omega_9_5_4
omega_9_6_0
omega_9_7_5
omega_10_1_4
omega_10_2_5
omega_10_3_4
omega_10_4_3
omega_10_5_1
omega_10_6_16
omega_10_7_7
omega_11_1_5
