omega_1_1_12
omega_1_2_3
omega_2_1_19
omega_2_2_2
omega_3_1_1
omega_3_2_0
omega_4_1_2
omega_4_2_24
omega_5_1_1
omega_5_2_1
omega_6_1_2
omega_6_2_0
omega_7_1_3
omega_7_2_2
omega_8_1_1
omega_8_2_0
omega_9_1_2
omega_9_2_1
omega_10_1_2
omega_10_2_2
omega_11_1_2
