omega_1_1_2
omega_1_2_12
omega_1_3_14
omega_1_4_15
omega_1_5_16
omega_1_6_14
omega_1_7_2
omega_1_8_14
omega_2_1_3
omega_2_2_0
omega_2_3_0
omega_2_4_3
omega_2_5_3
omega_2_6_0
omega_2_7_22
omega_2_8_3
omega_3_1_15
omega_3_2_12
omega_3_3_4
omega_3_4_2
omega_3_5_5
omega_3_6_2
omega_3_7_24
omega_3_8_3
omega_4_1_3
omega_4_2_0
omega_4_3_1
omega_4_4_0
omega_4_5_5
omega_4_6_1
omega_4_7_4
omega_4_8_4
omega_5_1_4
omega_5_2_5
omega_5_3_9
omega_5_4_6
omega_5_5_5
omega_5_6_5
omega_5_7_6
omega_5_8_13
omega_6_1_6
omega_6_2_2
omega_6_3_4
omega_6_4_21
omega_6_5_3
omega_6_6_15
omega_6_7_5
omega_6_8_3
omega_7_1_1
omega_7_2_5
omega_7_3_4
omega_7_4_4
omega_7_5_1
omega_7_6_4
omega_7_7_5
omega_7_8_5
omega_8_1_5
omega_8_2_7
omega_8_3_4
omega_8_4_16
omega_8_5_6
omega_8_6_5
omega_8_7_3
omega_8_8_15
omega_9_1_2
omega_9_2_7
omega_9_3_1
omega_9_4_5
omega_9_5_4
omega_9_6_6
omega_9_7_17
omega_9_8_24
omega_10_1_11
omega_10_2_5
omega_10_3_6
omega_10_4_3
omega_10_5_18
omega_10_6_2
omega_10_7_14
omega_10_8_2
omega_11_1_4
