omega_1_1_25
omega_1_2_21
omega_1_3_16
omega_1_4_13
omega_1_5_12
omega_1_6_0
omega_1_7_12
omega_1_8_3
omega_1_9_14
omega_1_10_6
omega_2_1_17
omega_2_2_22
omega_2_3_15
omega_2_4_9
omega_2_5_1
omega_2_6_15
omega_2_7_24
omega_2_8_14
omega_2_9_5
omega_2_10_6
omega_3_1_3
omega_3_2_2
omega_3_3_3
omega_3_4_11
omega_3_5_1
omega_3_6_1
omega_3_7_2
omega_3_8_0
omega_3_9_2
omega_3_10_1
omega_4_1_6
omega_4_2_2
omega_4_3_2
omega_4_4_14
omega_4_5_6
omega_4_6_6
omega_4_7_20
omega_4_8_8
omega_4_9_21
omega_4_10_6
omega_5_1_4
omega_5_2_20
omega_5_3_2
omega_5_4_7
omega_5_5_7
omega_5_6_3
omega_5_7_5
omega_5_8_7
omega_5_9_2
omega_5_10_7
omega_6_1_2
omega_6_2_3
omega_6_3_1
omega_6_4_3
omega_6_5_1
omega_6_6_3
omega_6_7_0
omega_6_8_2
omega_6_9_1
omega_6_10_2
omega_7_1_8
omega_7_2_6
omega_7_3_8
omega_7_4_1
omega_7_5_7
omega_7_6_8
omega_7_7_1
omega_7_8_3
omega_7_9_7
omega_7_10_7
omega_8_1_4
omega_8_2_2
omega_8_3_6
omega_8_4_10
omega_8_5_4
omega_8_6_5
omega_8_7_5
omega_8_8_6
omega_8_9_24
omega_8_10_8
omega_9_1_1
omega_9_2_1
omega_9_3_25
omega_9_4_7
omega_9_5_9
omega_9_6_9
omega_9_7_7
omega_9_8_3
omega_9_9_5
omega_9_10_9
omega_10_1_23
omega_10_2_6
omega_10_3_6
omega_10_4_6
omega_10_5_23
omega_10_6_21
omega_10_7_23
omega_10_8_21
omega_10_9_12
omega_10_10_9
omega_11_1_4
