omega_1_1_4
omega_1_2_23
omega_1_3_8
omega_1_4_21
omega_1_5_12
omega_1_6_14
omega_1_7_12
omega_1_8_12
omega_1_9_18
omega_2_1_2
omega_2_2_6
omega_2_3_0
omega_2_4_22
omega_2_5_5
omega_2_6_1
omega_2_7_3
omega_2_8_6
omega_2_9_4
omega_3_1_3
omega_3_2_3
omega_3_3_1
omega_3_4_7
omega_3_5_4
omega_3_6_6
omega_3_7_14
omega_3_8_19
omega_3_9_25
omega_4_1_5
omega_4_2_4
omega_4_3_6
omega_4_4_7
omega_4_5_6
omega_4_6_0
omega_4_7_4
omega_4_8_3
omega_4_9_13
omega_5_1_5
omega_5_2_3
omega_5_3_3
omega_5_4_1
omega_5_5_5
omega_5_6_7
omega_5_7_3
omega_5_8_5
omega_5_9_25
omega_6_1_3
omega_6_2_2
omega_6_3_3
omega_6_4_3
omega_6_5_5
omega_6_6_0
omega_6_7_3
omega_6_8_5
omega_6_9_0
omega_7_1_6
omega_7_2_8
omega_7_3_4
omega_7_4_4
omega_7_5_3
omega_7_6_7
omega_7_7_7
omega_7_8_4
omega_7_9_3
omega_8_1_0
omega_8_2_1
omega_8_3_2
omega_8_4_13
omega_8_5_0
omega_8_6_0
omega_8_7_0
omega_8_8_9
omega_8_9_0
omega_9_1_6
omega_9_2_0
omega_9_3_6
omega_9_4_5
omega_9_5_4
omega_9_6_0
omega_9_7_5
omega_9_8_11
omega_9_9_4
omega_10_1_8
omega_10_2_8
omega_10_3_8
omega_10_4_11
omega_10_5_5
omega_10_6_2
omega_10_7_10
omega_10_8_17
omega_10_9_24
omega_11_1_5
