omega_1_1_3
omega_1_2_2
omega_1_3_2
omega_1_4_7
omega_1_5_1
omega_1_6_3
omega_1_7_3
omega_1_8_6
omega_2_1_8
omega_2_2_0
omega_2_3_8
omega_2_4_7
omega_2_5_2
omega_2_6_4
omega_2_7_2
omega_2_8_8
omega_3_1_6
omega_3_2_5
omega_3_3_4
omega_3_4_0
omega_3_5_8
omega_3_6_5
omega_3_7_0
omega_3_8_8
omega_4_1_3
omega_4_2_3
omega_4_3_0
omega_4_4_1
omega_4_5_1
omega_4_6_4
omega_4_7_2
omega_4_8_6
omega_5_1_3
omega_5_2_0
omega_5_3_3
omega_5_4_3
omega_5_5_2
omega_5_6_4
omega_5_7_7
omega_5_8_6
omega_6_1_8
omega_6_2_8
omega_6_3_0
omega_6_4_8
omega_6_5_7
omega_6_6_0
omega_6_7_8
omega_6_8_7
omega_7_1_3
omega_7_2_3
omega_7_3_1
omega_7_4_7
omega_7_5_8
omega_7_6_5
omega_7_7_0
omega_7_8_3
omega_8_1_7
omega_8_2_5
omega_8_3_2
omega_8_4_2
omega_8_5_0
omega_8_6_1
omega_8_7_0
omega_8_8_0
omega_9_1_4
omega_9_2_4
omega_9_3_0
omega_9_4_1
omega_9_5_1
omega_9_6_0
omega_9_7_7
omega_9_8_1
omega_10_1_7
omega_10_2_1
omega_10_3_3
omega_10_4_0
omega_10_5_2
omega_10_6_2
omega_10_7_8
omega_10_8_8
omega_11_1_8
