omega_1_1_18
omega_1_2_17
omega_1_3_15
omega_1_4_18
omega_1_5_15
omega_2_1_0
omega_2_2_13
omega_2_3_0
omega_2_4_1
omega_2_5_4
omega_3_1_4
omega_3_2_4
omega_3_3_4
omega_3_4_16
omega_3_5_3
omega_4_1_0
omega_4_2_1
omega_4_3_0
omega_4_4_1
omega_4_5_0
omega_5_1_13
omega_5_2_5
omega_5_3_8
omega_5_4_15
omega_5_5_8
omega_6_1_1
