omega_1_1_19
omega_1_2_15
omega_1_3_3
omega_1_4_19
omega_1_5_20
omega_1_6_18
omega_1_7_13
omega_1_8_23
omega_2_1_0
omega_2_2_1
omega_2_3_0
omega_2_4_1
omega_2_5_3
omega_2_6_3
omega_2_7_3
omega_2_8_3
omega_3_1_8
omega_3_2_5
omega_3_3_5
omega_3_4_5
omega_3_5_5
omega_3_6_5
omega_3_7_19
omega_3_8_5
omega_4_1_18
omega_4_2_24
omega_4_3_16
omega_4_4_14
omega_4_5_17
omega_4_6_25
omega_4_7_10
omega_4_8_2
omega_5_1_13
omega_5_2_10
omega_5_3_0
omega_5_4_1
omega_5_5_24
omega_5_6_0
omega_5_7_8
omega_5_8_2
omega_6_1_18
omega_6_2_2
omega_6_3_11
omega_6_4_3
omega_6_5_10
omega_6_6_0
omega_6_7_5
omega_6_8_0
omega_7_1_4
omega_7_2_4
omega_7_3_2
omega_7_4_2
omega_7_5_0
omega_7_6_2
omega_7_7_4
omega_7_8_4
omega_8_1_12
omega_8_2_24
omega_8_3_14
omega_8_4_2
omega_8_5_5
omega_8_6_0
omega_8_7_3
omega_8_8_2
omega_9_1_5
