omega_1_1_15
omega_1_2_15
omega_1_3_17
omega_1_4_14
omega_2_1_16
omega_2_2_0
omega_2_3_23
omega_2_4_2
omega_3_1_5
omega_3_2_16
omega_3_3_11
omega_3_4_2
omega_4_1_0
omega_4_2_0
omega_4_3_1
omega_4_4_0
omega_5_1_4
