omega_1_1_20
omega_1_2_20
omega_1_3_14
omega_1_4_15
omega_1_5_1
omega_1_6_14
omega_2_1_19
omega_2_2_18
omega_2_3_5
omega_2_4_15
omega_2_5_24
omega_2_6_4
omega_3_1_0
omega_3_2_2
omega_3_3_0
omega_3_4_0
omega_3_5_1
omega_3_6_0
omega_4_1_5
omega_4_2_5
omega_4_3_2
omega_4_4_3
omega_4_5_3
omega_4_6_5
omega_5_1_6
omega_5_2_6
omega_5_3_6
omega_5_4_3
omega_5_5_4
omega_5_6_1
omega_6_1_1
omega_6_2_2
omega_6_3_3
omega_6_4_6
omega_6_5_13
omega_6_6_1
omega_7_1_5
