omega_1_1_13
omega_1_2_24
omega_1_3_21
omega_1_4_4
omega_1_5_16
omega_1_6_9
omega_1_7_22
omega_1_8_15
omega_1_9_15
omega_1_10_11
omega_2_1_4
omega_2_2_25
omega_2_3_15
omega_2_4_1
omega_2_5_2
omega_2_6_2
omega_2_7_7
omega_2_8_6
omega_2_9_24
omega_2_10_19
omega_3_1_23
omega_3_2_10
omega_3_3_8
omega_3_4_5
omega_3_5_15
omega_3_6_6
omega_3_7_9
omega_3_8_17
omega_3_9_2
omega_3_10_3
omega_4_1_25
omega_4_2_11
omega_4_3_4
omega_4_4_12
omega_4_5_23
omega_4_6_9
omega_4_7_1
omega_4_8_1
omega_4_9_3
omega_4_10_15
omega_5_1_5
omega_5_2_9
omega_5_3_10
omega_5_4_19
omega_5_5_3
omega_5_6_12
omega_5_7_16
omega_5_8_4
omega_5_9_2
omega_5_10_10
omega_6_1_1
omega_6_2_2
omega_6_3_1
omega_6_4_2
omega_6_5_2
omega_6_6_0
omega_6_7_5
omega_6_8_2
omega_6_9_4
omega_6_10_24
omega_7_1_3
omega_7_2_5
omega_7_3_0
omega_7_4_3
omega_7_5_7
omega_7_6_4
omega_7_7_17
omega_7_8_6
omega_7_9_20
omega_7_10_7
omega_8_1_14
omega_8_2_15
omega_8_3_9
omega_8_4_18
omega_8_5_2
omega_8_6_0
omega_8_7_2
omega_8_8_4
omega_8_9_24
omega_8_10_11
omega_9_1_12
omega_9_2_2
omega_9_3_2
omega_9_4_5
omega_9_5_8
omega_9_6_6
omega_9_7_3
omega_9_8_7
omega_9_9_4
omega_9_10_15
omega_10_1_10
omega_10_2_18
omega_10_3_13
omega_10_4_17
omega_10_5_4
omega_10_6_2
omega_10_7_13
omega_10_8_10
omega_10_9_6
omega_10_10_10
omega_11_1_2
