omega_1_1_13
omega_1_2_14
omega_1_3_15
omega_1_4_17
omega_1_5_25
omega_1_6_3
omega_1_7_24
omega_2_1_3
omega_2_2_4
omega_2_3_3
omega_2_4_2
omega_2_5_12
omega_2_6_0
omega_2_7_0
omega_3_1_0
omega_3_2_18
omega_3_3_6
omega_3_4_6
omega_3_5_25
omega_3_6_24
omega_3_7_25
omega_4_1_3
omega_4_2_3
omega_4_3_21
omega_4_4_20
omega_4_5_16
omega_4_6_3
omega_4_7_4
omega_5_1_21
omega_5_2_5
omega_5_3_2
omega_5_4_23
omega_5_5_25
omega_5_6_23
omega_5_7_3
omega_6_1_2
omega_6_2_2
omega_6_3_14
omega_6_4_11
omega_6_5_5
omega_6_6_24
omega_6_7_19
omega_7_1_22
omega_7_2_1
omega_7_3_0
omega_7_4_20
omega_7_5_0
omega_7_6_5
omega_7_7_1
omega_8_1_3
