omega_1_1_15
omega_1_2_15
omega_1_3_21
omega_1_4_16
omega_1_5_15
omega_1_6_4
omega_1_7_22
omega_1_8_18
omega_1_9_15
omega_2_1_16
omega_2_2_15
omega_2_3_0
omega_2_4_0
omega_2_5_2
omega_2_6_4
omega_2_7_1
omega_2_8_13
omega_2_9_1
omega_3_1_6
omega_3_2_2
omega_3_3_4
omega_3_4_6
omega_3_5_19
omega_3_6_19
omega_3_7_1
omega_3_8_7
omega_3_9_1
omega_4_1_5
omega_4_2_2
omega_4_3_2
omega_4_4_6
omega_4_5_2
omega_4_6_5
omega_4_7_5
omega_4_8_4
omega_4_9_23
omega_5_1_8
omega_5_2_17
omega_5_3_19
omega_5_4_2
omega_5_5_22
omega_5_6_23
omega_5_7_0
omega_5_8_11
omega_5_9_7
omega_6_1_0
omega_6_2_4
omega_6_3_1
omega_6_4_9
omega_6_5_1
omega_6_6_23
omega_6_7_6
omega_6_8_3
omega_6_9_1
omega_7_1_2
omega_7_2_11
omega_7_3_2
omega_7_4_9
omega_7_5_2
omega_7_6_7
omega_7_7_6
omega_7_8_6
omega_7_9_4
omega_8_1_6
omega_8_2_0
omega_8_3_5
omega_8_4_0
omega_8_5_6
omega_8_6_6
omega_8_7_6
omega_8_8_4
omega_8_9_3
omega_9_1_16
omega_9_2_0
omega_9_3_8
omega_9_4_1
omega_9_5_3
omega_9_6_18
omega_9_7_9
omega_9_8_10
omega_9_9_21
omega_10_1_5
