omega_1_1_6
omega_1_2_5
omega_1_3_6
omega_1_4_3
omega_2_1_0
omega_2_2_2
omega_2_3_7
omega_2_4_1
omega_3_1_9
omega_3_2_3
omega_3_3_1
omega_3_4_9
omega_4_1_6
omega_4_2_2
omega_4_3_5
omega_4_4_10
omega_5_1_1
omega_5_2_1
omega_5_3_1
omega_5_4_1
omega_6_1_4
omega_6_2_4
omega_6_3_7
omega_6_4_5
omega_7_1_2
omega_7_2_1
omega_7_3_3
omega_7_4_1
omega_8_1_1
omega_8_2_0
omega_8_3_3
omega_8_4_10
omega_9_1_4
omega_9_2_6
omega_9_3_3
omega_9_4_2
omega_10_1_2
omega_10_2_6
omega_10_3_2
omega_10_4_1
omega_11_1_4
omega_11_2_3
omega_11_3_9
omega_11_4_8
omega_12_1_1
