omega_1_1_9
omega_1_2_10
omega_1_3_10
omega_1_4_5
omega_2_1_3
omega_2_2_3
omega_2_3_1
omega_2_4_2
omega_3_1_2
omega_3_2_2
omega_3_3_1
omega_3_4_0
omega_4_1_2
omega_4_2_4
omega_4_3_4
omega_4_4_2
omega_5_1_0
omega_5_2_2
omega_5_3_3
omega_5_4_4
omega_6_1_4
omega_6_2_8
omega_6_3_4
omega_6_4_2
omega_7_1_2
omega_7_2_3
omega_7_3_7
omega_7_4_1
omega_8_1_1
omega_8_2_0
omega_8_3_6
omega_8_4_0
omega_9_1_3
omega_9_2_2
omega_9_3_3
omega_9_4_1
omega_10_1_4
omega_10_2_2
omega_10_3_1
omega_10_4_2
omega_11_1_4
omega_11_2_4
omega_11_3_8
omega_11_4_6
omega_12_1_0
omega_12_2_0
omega_12_3_0
omega_12_4_1
omega_13_1_3
omega_13_2_7
omega_13_3_4
omega_13_4_2
omega_14_1_7
omega_14_2_1
omega_14_3_3
omega_14_4_2
omega_15_1_4
omega_15_2_4
omega_15_3_3
omega_15_4_4
omega_16_1_0
omega_16_2_0
omega_16_3_1
omega_16_4_0
omega_17_1_8
omega_17_2_4
omega_17_3_5
omega_17_4_5
omega_18_1_1
omega_18_2_0
omega_18_3_1
omega_18_4_3
omega_19_1_0
omega_19_2_3
omega_19_3_1
omega_19_4_8
omega_20_1_3
omega_20_2_0
omega_20_3_7
omega_20_4_7
omega_21_1_0
omega_21_2_2
omega_21_3_3
omega_21_4_0
omega_22_1_0
omega_22_2_3
omega_22_3_7
omega_22_4_10
omega_23_1_1
omega_23_2_2
omega_23_3_10
omega_23_4_5
omega_24_1_2
omega_24_2_0
omega_24_3_0
omega_24_4_5
omega_25_1_1
omega_25_2_3
omega_25_3_2
omega_25_4_1
omega_26_1_2
omega_26_2_0
omega_26_3_4
omega_26_4_0
omega_27_1_0
omega_27_2_3
omega_27_3_4
omega_27_4_8
omega_28_1_2
omega_28_2_1
omega_28_3_3
omega_28_4_2
omega_29_1_4
