omega_1_1_17
omega_1_2_20
omega_1_3_13
omega_1_4_0
omega_1_5_13
omega_1_6_13
omega_1_7_13
omega_1_8_15
omega_2_1_6
omega_2_2_6
omega_2_3_6
omega_2_4_6
omega_2_5_6
omega_2_6_20
omega_2_7_3
omega_2_8_3
omega_3_1_12
omega_3_2_25
omega_3_3_4
omega_3_4_3
omega_3_5_3
omega_3_6_7
omega_3_7_2
omega_3_8_1
omega_4_1_11
omega_4_2_3
omega_4_3_8
omega_4_4_5
omega_4_5_1
omega_4_6_1
omega_4_7_0
omega_4_8_12
omega_5_1_1
omega_5_2_5
omega_5_3_4
omega_5_4_4
omega_5_5_4
omega_5_6_5
omega_5_7_4
omega_5_8_4
omega_6_1_15
omega_6_2_17
omega_6_3_0
omega_6_4_10
omega_6_5_17
omega_6_6_18
omega_6_7_7
omega_6_8_3
omega_7_1_1
omega_7_2_3
omega_7_3_1
omega_7_4_11
omega_7_5_1
omega_7_6_15
omega_7_7_11
omega_7_8_1
omega_8_1_5
