omega_1_1_5
omega_1_2_10
omega_1_3_4
omega_1_4_2
omega_2_1_8
omega_2_2_5
omega_2_3_3
omega_2_4_3
omega_3_1_2
omega_3_2_1
omega_3_3_0
omega_3_4_10
omega_4_1_3
omega_4_2_9
omega_4_3_0
omega_4_4_7
omega_5_1_2
omega_5_2_5
omega_5_3_3
omega_5_4_7
omega_6_1_10
omega_6_2_10
omega_6_3_1
omega_6_4_1
omega_7_1_2
