omega_1_1_13
omega_1_2_13
omega_1_3_15
omega_1_4_15
omega_1_5_16
omega_1_6_6
omega_1_7_16
omega_1_8_17
omega_2_1_1
omega_2_2_12
omega_2_3_4
omega_2_4_4
omega_2_5_2
omega_2_6_3
omega_2_7_3
omega_2_8_1
omega_3_1_5
omega_3_2_0
omega_3_3_1
omega_3_4_6
omega_3_5_24
omega_3_6_15
omega_3_7_6
omega_3_8_5
omega_4_1_0
omega_4_2_0
omega_4_3_0
omega_4_4_5
omega_4_5_4
omega_4_6_0
omega_4_7_5
omega_4_8_24
omega_5_1_4
omega_5_2_4
omega_5_3_7
omega_5_4_4
omega_5_5_21
omega_5_6_5
omega_5_7_5
omega_5_8_7
omega_6_1_1
omega_6_2_1
omega_6_3_3
omega_6_4_6
omega_6_5_6
omega_6_6_5
omega_6_7_2
omega_6_8_2
omega_7_1_0
omega_7_2_19
omega_7_3_4
omega_7_4_4
omega_7_5_5
omega_7_6_2
omega_7_7_0
omega_7_8_6
omega_8_1_3
omega_8_2_10
omega_8_3_21
omega_8_4_0
omega_8_5_1
omega_8_6_1
omega_8_7_6
omega_8_8_7
omega_9_1_6
omega_9_2_21
omega_9_3_6
omega_9_4_5
omega_9_5_1
omega_9_6_3
omega_9_7_12
omega_9_8_2
omega_10_1_6
omega_10_2_1
omega_10_3_3
omega_10_4_5
omega_10_5_2
omega_10_6_6
omega_10_7_6
omega_10_8_23
omega_11_1_0
omega_11_2_6
omega_11_3_7
omega_11_4_0
omega_11_5_3
omega_11_6_0
omega_11_7_3
omega_11_8_14
omega_12_1_15
omega_12_2_6
omega_12_3_11
omega_12_4_18
omega_12_5_0
omega_12_6_0
omega_12_7_18
omega_12_8_5
omega_13_1_4
omega_13_2_3
omega_13_3_4
omega_13_4_4
omega_13_5_3
omega_13_6_3
omega_13_7_20
omega_13_8_4
omega_14_1_17
omega_14_2_20
omega_14_3_16
omega_14_4_15
omega_14_5_13
omega_14_6_21
omega_14_7_21
omega_14_8_6
omega_15_1_0
omega_15_2_0
omega_15_3_0
omega_15_4_0
omega_15_5_25
omega_15_6_24
omega_15_7_1
omega_15_8_0
omega_16_1_15
omega_16_2_22
omega_16_3_2
omega_16_4_5
omega_16_5_5
omega_16_6_12
omega_16_7_6
omega_16_8_5
omega_17_1_9
omega_17_2_6
omega_17_3_4
omega_17_4_3
omega_17_5_1
omega_17_6_8
omega_17_7_5
omega_17_8_5
omega_18_1_4
