omega_1_1_5
omega_1_2_6
omega_1_3_4
omega_1_4_2
omega_2_1_3
omega_2_2_3
omega_2_3_1
omega_2_4_1
omega_3_1_3
omega_3_2_4
omega_3_3_1
omega_3_4_3
omega_4_1_0
omega_4_2_0
omega_4_3_3
omega_4_4_0
omega_5_1_1
omega_5_2_4
omega_5_3_3
omega_5_4_2
omega_6_1_4
omega_6_2_9
omega_6_3_2
omega_6_4_2
omega_7_1_1
omega_7_2_4
omega_7_3_0
omega_7_4_3
omega_8_1_0
omega_8_2_1
omega_8_3_0
omega_8_4_3
omega_9_1_9
omega_9_2_4
omega_9_3_3
omega_9_4_3
omega_10_1_4
omega_10_2_9
omega_10_3_2
omega_10_4_3
omega_11_1_0
omega_11_2_1
omega_11_3_6
omega_11_4_2
omega_12_1_6
omega_12_2_2
omega_12_3_2
omega_12_4_3
omega_13_1_4
omega_13_2_9
omega_13_3_3
omega_13_4_9
omega_14_1_1
omega_14_2_1
omega_14_3_2
omega_14_4_0
omega_15_1_6
omega_15_2_10
omega_15_3_9
omega_15_4_3
omega_16_1_0
omega_16_2_0
omega_16_3_1
omega_16_4_4
omega_17_1_4
omega_17_2_1
omega_17_3_1
omega_17_4_3
omega_18_1_8
omega_18_2_4
omega_18_3_2
omega_18_4_3
omega_19_1_4
omega_19_2_2
omega_19_3_1
omega_19_4_1
omega_20_1_3
omega_20_2_0
omega_20_3_6
omega_20_4_3
omega_21_1_0
omega_21_2_3
omega_21_3_3
omega_21_4_2
omega_22_1_4
