omega_1_1_13
omega_1_2_14
omega_1_3_15
omega_1_4_15
omega_1_5_16
omega_1_6_15
omega_1_7_25
omega_1_8_14
omega_2_1_2
omega_2_2_7
omega_2_3_1
omega_2_4_6
omega_2_5_4
omega_2_6_25
omega_2_7_6
omega_2_8_6
omega_3_1_0
omega_3_2_0
omega_3_3_1
omega_3_4_3
omega_3_5_6
omega_3_6_1
omega_3_7_11
omega_3_8_2
omega_4_1_6
omega_4_2_6
omega_4_3_0
omega_4_4_8
omega_4_5_2
omega_4_6_23
omega_4_7_6
omega_4_8_5
omega_5_1_4
omega_5_2_4
omega_5_3_25
omega_5_4_25
omega_5_5_25
omega_5_6_25
omega_5_7_25
omega_5_8_17
omega_6_1_2
