omega_1_1_11
omega_1_2_14
omega_1_3_12
omega_1_4_4
omega_1_5_14
omega_1_6_14
omega_1_7_16
omega_1_8_2
omega_2_1_4
omega_2_2_25
omega_2_3_7
omega_2_4_3
omega_2_5_8
omega_2_6_8
omega_2_7_23
omega_2_8_14
omega_3_1_2
omega_3_2_6
omega_3_3_14
omega_3_4_25
omega_3_5_25
omega_3_6_25
omega_3_7_25
omega_3_8_18
omega_4_1_1
