omega_1_1_14
omega_1_2_2
omega_1_3_14
omega_1_4_17
omega_1_5_13
omega_1_6_16
omega_1_7_22
omega_1_8_21
omega_2_1_5
omega_2_2_0
omega_2_3_5
omega_2_4_5
omega_2_5_4
omega_2_6_1
omega_2_7_0
omega_2_8_0
omega_3_1_6
omega_3_2_15
omega_3_3_12
omega_3_4_23
omega_3_5_6
omega_3_6_12
omega_3_7_5
omega_3_8_5
omega_4_1_5
omega_4_2_13
omega_4_3_6
omega_4_4_5
omega_4_5_12
omega_4_6_0
omega_4_7_6
omega_4_8_2
omega_5_1_19
omega_5_2_2
omega_5_3_5
omega_5_4_2
omega_5_5_3
omega_5_6_0
omega_5_7_2
omega_5_8_1
omega_6_1_5
omega_6_2_0
omega_6_3_5
omega_6_4_9
omega_6_5_7
omega_6_6_6
omega_6_7_3
omega_6_8_1
omega_7_1_9
omega_7_2_1
omega_7_3_8
omega_7_4_5
omega_7_5_0
omega_7_6_2
omega_7_7_6
omega_7_8_6
omega_8_1_1
omega_8_2_1
omega_8_3_3
omega_8_4_4
omega_8_5_1
omega_8_6_1
omega_8_7_3
omega_8_8_2
omega_9_1_6
omega_9_2_17
omega_9_3_8
omega_9_4_14
omega_9_5_21
omega_9_6_6
omega_9_7_17
omega_9_8_22
omega_10_1_3
omega_10_2_0
omega_10_3_2
omega_10_4_2
omega_10_5_0
omega_10_6_3
omega_10_7_0
omega_10_8_2
omega_11_1_21
omega_11_2_5
omega_11_3_12
omega_11_4_8
omega_11_5_8
omega_11_6_12
omega_11_7_10
omega_11_8_14
omega_12_1_4
omega_12_2_4
omega_12_3_3
omega_12_4_0
omega_12_5_3
omega_12_6_1
omega_12_7_3
omega_12_8_2
omega_13_1_6
omega_13_2_4
omega_13_3_10
omega_13_4_6
omega_13_5_6
omega_13_6_19
omega_13_7_9
omega_13_8_3
omega_14_1_0
omega_14_2_0
omega_14_3_0
omega_14_4_1
omega_14_5_12
omega_14_6_0
omega_14_7_0
omega_14_8_14
omega_15_1_6
omega_15_2_18
omega_15_3_6
omega_15_4_0
omega_15_5_6
omega_15_6_6
omega_15_7_6
omega_15_8_5
omega_16_1_6
omega_16_2_7
omega_16_3_20
omega_16_4_0
omega_16_5_8
omega_16_6_2
omega_16_7_8
omega_16_8_18
omega_17_1_3
