omega_1_1_1
omega_1_2_8
omega_1_3_6
omega_1_4_5
omega_2_1_2
omega_2_2_1
omega_2_3_3
omega_2_4_4
omega_3_1_3
omega_3_2_3
omega_3_3_4
omega_3_4_2
omega_4_1_1
omega_4_2_4
omega_4_3_0
omega_4_4_2
omega_5_1_3
omega_5_2_1
omega_5_3_4
omega_5_4_2
omega_6_1_2
omega_6_2_0
omega_6_3_4
omega_6_4_3
omega_7_1_4
omega_7_2_3
omega_7_3_2
omega_7_4_8
omega_8_1_7
omega_8_2_3
omega_8_3_1
omega_8_4_2
omega_9_1_1
omega_9_2_2
omega_9_3_0
omega_9_4_3
omega_10_1_9
omega_10_2_4
omega_10_3_3
omega_10_4_2
omega_11_1_8
omega_11_2_1
omega_11_3_2
omega_11_4_3
omega_12_1_2
omega_12_2_3
omega_12_3_1
omega_12_4_6
omega_13_1_1
omega_13_2_0
omega_13_3_3
omega_13_4_2
omega_14_1_3
omega_14_2_7
omega_14_3_2
omega_14_4_4
omega_15_1_2
omega_15_2_0
omega_15_3_0
omega_15_4_1
omega_16_1_9
omega_16_2_3
omega_16_3_0
omega_16_4_4
omega_17_1_3
omega_17_2_8
omega_17_3_1
omega_17_4_2
omega_18_1_2
omega_18_2_3
omega_18_3_1
omega_18_4_4
omega_19_1_3
omega_19_2_1
omega_19_3_2
omega_19_4_3
omega_20_1_4
omega_20_2_2
omega_20_3_2
omega_20_4_8
omega_21_1_6
omega_21_2_6
omega_21_3_3
omega_21_4_2
omega_22_1_1
omega_22_2_0
omega_22_3_0
omega_22_4_2
omega_23_1_3
omega_23_2_2
omega_23_3_3
omega_23_4_4
omega_24_1_4
omega_24_2_0
omega_24_3_3
omega_24_4_1
omega_25_1_0
omega_25_2_3
omega_25_3_1
omega_25_4_2
omega_26_1_0
omega_26_2_0
omega_26_3_4
omega_26_4_3
omega_27_1_0
omega_27_2_1
omega_27_3_0
omega_27_4_4
omega_28_1_1
omega_28_2_4
omega_28_3_1
omega_28_4_6
omega_29_1_5
omega_29_2_0
omega_29_3_2
omega_29_4_3
omega_30_1_9
omega_30_2_2
omega_30_3_3
omega_30_4_0
omega_31_1_5
omega_31_2_3
omega_31_3_3
omega_31_4_3
omega_32_1_1
