omega_1_1_4
omega_1_2_4
omega_1_3_4
omega_1_4_4
omega_2_1_7
omega_2_2_9
omega_2_3_5
omega_2_4_1
omega_3_1_3
omega_3_2_10
omega_3_3_1
omega_3_4_1
omega_4_1_7
omega_4_2_4
omega_4_3_1
omega_4_4_4
omega_5_1_1
