omega_1_1_7
omega_1_2_4
omega_1_3_4
omega_1_4_7
omega_2_1_0
omega_2_2_1
omega_2_3_2
omega_2_4_0
omega_3_1_3
omega_3_2_0
omega_3_3_5
omega_3_4_1
omega_4_1_3
omega_4_2_3
omega_4_3_2
omega_4_4_3
omega_5_1_2
omega_5_2_3
omega_5_3_4
omega_5_4_0
omega_6_1_2
omega_6_2_4
omega_6_3_4
omega_6_4_4
omega_7_1_5
omega_7_2_9
omega_7_3_1
omega_7_4_3
omega_8_1_0
omega_8_2_1
omega_8_3_0
omega_8_4_0
omega_9_1_5
omega_9_2_4
omega_9_3_2
omega_9_4_10
omega_10_1_2
omega_10_2_3
omega_10_3_2
omega_10_4_0
omega_11_1_3
omega_11_2_1
omega_11_3_5
omega_11_4_2
omega_12_1_1
omega_12_2_7
omega_12_3_0
omega_12_4_2
omega_13_1_2
omega_13_2_3
omega_13_3_1
omega_13_4_3
omega_14_1_3
omega_14_2_2
omega_14_3_4
omega_14_4_0
omega_15_1_4
omega_15_2_3
omega_15_3_7
omega_15_4_7
omega_16_1_2
omega_16_2_6
omega_16_3_2
omega_16_4_8
omega_17_1_0
omega_17_2_0
omega_17_3_0
omega_17_4_2
omega_18_1_3
omega_18_2_1
omega_18_3_1
omega_18_4_4
omega_19_1_2
omega_19_2_4
omega_19_3_2
omega_19_4_2
omega_20_1_4
omega_20_2_7
omega_20_3_4
omega_20_4_8
omega_21_1_1
omega_21_2_3
omega_21_3_7
omega_21_4_5
omega_22_1_0
omega_22_2_3
omega_22_3_1
omega_22_4_0
omega_23_1_1
omega_23_2_2
omega_23_3_3
omega_23_4_2
omega_24_1_4
