omega_1_1_0
omega_1_2_10
omega_1_3_3
omega_1_4_4
omega_2_1_2
omega_2_2_0
omega_2_3_3
omega_2_4_1
omega_3_1_5
omega_3_2_3
omega_3_3_4
omega_3_4_4
omega_4_1_2
omega_4_2_3
omega_4_3_2
omega_4_4_0
omega_5_1_4
omega_5_2_6
omega_5_3_2
omega_5_4_6
omega_6_1_0
omega_6_2_3
omega_6_3_3
omega_6_4_2
omega_7_1_2
omega_7_2_7
omega_7_3_9
omega_7_4_2
omega_8_1_10
omega_8_2_2
omega_8_3_6
omega_8_4_2
omega_9_1_5
omega_9_2_2
omega_9_3_1
omega_9_4_7
omega_10_1_3
omega_10_2_8
omega_10_3_0
omega_10_4_2
omega_11_1_2
omega_11_2_2
omega_11_3_8
omega_11_4_2
omega_12_1_1
omega_12_2_0
omega_12_3_10
omega_12_4_4
omega_13_1_4
omega_13_2_4
omega_13_3_2
omega_13_4_1
omega_14_1_6
omega_14_2_0
omega_14_3_0
omega_14_4_2
omega_15_1_3
omega_15_2_9
omega_15_3_10
omega_15_4_3
omega_16_1_0
omega_16_2_2
omega_16_3_0
omega_16_4_0
omega_17_1_5
omega_17_2_4
omega_17_3_6
omega_17_4_8
omega_18_1_3
omega_18_2_1
omega_18_3_2
omega_18_4_0
omega_19_1_0
omega_19_2_0
omega_19_3_3
omega_19_4_2
omega_20_1_2
omega_20_2_2
omega_20_3_0
omega_20_4_3
omega_21_1_0
omega_21_2_1
omega_21_3_9
omega_21_4_4
omega_22_1_4
omega_22_2_3
omega_22_3_0
omega_22_4_2
omega_23_1_2
omega_23_2_3
omega_23_3_6
omega_23_4_5
omega_24_1_2
omega_24_2_4
omega_24_3_1
omega_24_4_7
omega_25_1_2
