omega_1_1_12
omega_1_2_10
omega_1_3_0
omega_1_4_13
omega_1_5_13
omega_1_6_15
omega_1_7_20
omega_1_8_5
omega_2_1_5
omega_2_2_3
omega_2_3_2
omega_2_4_1
omega_2_5_5
omega_2_6_9
omega_2_7_1
omega_2_8_1
omega_3_1_12
omega_3_2_6
omega_3_3_6
omega_3_4_9
omega_3_5_7
omega_3_6_7
omega_3_7_17
omega_3_8_3
omega_4_1_2
omega_4_2_23
omega_4_3_6
omega_4_4_11
omega_4_5_6
omega_4_6_21
omega_4_7_1
omega_4_8_21
omega_5_1_1
omega_5_2_0
omega_5_3_2
omega_5_4_1
omega_5_5_1
omega_5_6_2
omega_5_7_1
omega_5_8_5
omega_6_1_20
omega_6_2_5
omega_6_3_18
omega_6_4_22
omega_6_5_2
omega_6_6_7
omega_6_7_5
omega_6_8_6
omega_7_1_1
omega_7_2_3
omega_7_3_0
omega_7_4_0
omega_7_5_20
omega_7_6_20
omega_7_7_16
omega_7_8_5
omega_8_1_4
omega_8_2_4
omega_8_3_3
omega_8_4_5
omega_8_5_2
omega_8_6_15
omega_8_7_2
omega_8_8_15
omega_9_1_20
omega_9_2_21
omega_9_3_11
omega_9_4_3
omega_9_5_7
omega_9_6_2
omega_9_7_10
omega_9_8_6
omega_10_1_8
omega_10_2_2
omega_10_3_1
omega_10_4_2
omega_10_5_14
omega_10_6_2
omega_10_7_0
omega_10_8_3
omega_11_1_9
omega_11_2_16
omega_11_3_5
omega_11_4_6
omega_11_5_6
omega_11_6_6
omega_11_7_6
omega_11_8_4
omega_12_1_17
omega_12_2_1
omega_12_3_2
omega_12_4_6
omega_12_5_7
omega_12_6_0
omega_12_7_24
omega_12_8_3
omega_13_1_5
omega_13_2_25
omega_13_3_7
omega_13_4_5
omega_13_5_17
omega_13_6_3
omega_13_7_7
omega_13_8_6
omega_14_1_2
