omega_1_1_3
omega_1_2_5
omega_1_3_0
omega_1_4_5
omega_1_5_0
omega_1_6_7
omega_1_7_7
omega_1_8_4
omega_2_1_1
omega_2_2_1
omega_2_3_0
omega_2_4_4
omega_2_5_8
omega_2_6_3
omega_2_7_4
omega_2_8_5
omega_3_1_5
omega_3_2_5
omega_3_3_7
omega_3_4_1
omega_3_5_4
omega_3_6_8
omega_3_7_5
omega_3_8_4
omega_4_1_7
omega_4_2_6
omega_4_3_2
omega_4_4_0
omega_4_5_0
omega_4_6_3
omega_4_7_1
omega_4_8_6
omega_5_1_8
omega_5_2_8
omega_5_3_8
omega_5_4_8
omega_5_5_8
omega_5_6_2
omega_5_7_8
omega_5_8_8
omega_6_1_8
