omega_1_1_7
omega_1_2_7
omega_1_3_7
omega_1_4_8
omega_1_5_5
omega_1_6_8
omega_1_7_8
omega_1_8_7
omega_2_1_5
omega_2_2_5
omega_2_3_6
omega_2_4_3
omega_2_5_1
omega_2_6_9
omega_2_7_1
omega_2_8_7
omega_3_1_10
omega_3_2_9
omega_3_3_8
omega_3_4_8
omega_3_5_1
omega_3_6_4
omega_3_7_4
omega_3_8_2
omega_4_1_0
omega_4_2_2
omega_4_3_2
omega_4_4_6
omega_4_5_8
omega_4_6_9
omega_4_7_6
omega_4_8_2
omega_5_1_4
omega_5_2_2
omega_5_3_1
omega_5_4_2
omega_5_5_7
omega_5_6_4
omega_5_7_4
omega_5_8_4
omega_6_1_10
omega_6_2_0
omega_6_3_10
omega_6_4_6
omega_6_5_9
omega_6_6_3
omega_6_7_10
omega_6_8_6
omega_7_1_8
omega_7_2_7
omega_7_3_1
omega_7_4_2
omega_7_5_1
omega_7_6_1
omega_7_7_0
omega_7_8_1
omega_8_1_6
omega_8_2_3
omega_8_3_9
omega_8_4_0
omega_8_5_3
omega_8_6_8
omega_8_7_1
omega_8_8_4
omega_9_1_8
omega_9_2_10
omega_9_3_8
omega_9_4_8
omega_9_5_9
omega_9_6_9
omega_9_7_10
omega_9_8_6
omega_10_1_5
omega_10_2_1
omega_10_3_0
omega_10_4_0
omega_10_5_0
omega_10_6_0
omega_10_7_1
omega_10_8_3
omega_11_1_6
