omega_1_1_7
omega_1_2_6
omega_1_3_4
omega_1_4_7
omega_1_5_1
omega_1_6_10
omega_1_7_8
omega_1_8_2
omega_2_1_2
omega_2_2_2
omega_2_3_6
omega_2_4_7
omega_2_5_0
omega_2_6_8
omega_2_7_2
omega_2_8_4
omega_3_1_9
omega_3_2_1
omega_3_3_6
omega_3_4_9
omega_3_5_1
omega_3_6_8
omega_3_7_5
omega_3_8_6
omega_4_1_6
omega_4_2_6
omega_4_3_6
omega_4_4_5
omega_4_5_8
omega_4_6_0
omega_4_7_4
omega_4_8_9
omega_5_1_3
omega_5_2_1
omega_5_3_9
omega_5_4_0
omega_5_5_1
omega_5_6_1
omega_5_7_1
omega_5_8_0
omega_6_1_7
