omega_1_1_1
omega_1_2_3
omega_1_3_2
omega_1_4_5
omega_1_5_1
omega_1_6_3
omega_1_7_4
omega_1_8_3
omega_2_1_6
omega_2_2_2
omega_2_3_1
omega_2_4_9
omega_2_5_5
omega_2_6_10
omega_2_7_7
omega_2_8_8
omega_3_1_6
omega_3_2_5
omega_3_3_2
omega_3_4_10
omega_3_5_5
omega_3_6_5
omega_3_7_10
omega_3_8_5
omega_4_1_1
omega_4_2_0
omega_4_3_1
omega_4_4_1
omega_4_5_7
omega_4_6_6
omega_4_7_1
omega_4_8_9
omega_5_1_6
omega_5_2_5
omega_5_3_8
omega_5_4_4
omega_5_5_8
omega_5_6_6
omega_5_7_7
omega_5_8_6
omega_6_1_5
omega_6_2_3
omega_6_3_3
omega_6_4_9
omega_6_5_5
omega_6_6_4
omega_6_7_7
omega_6_8_1
omega_7_1_9
omega_7_2_3
omega_7_3_10
omega_7_4_9
omega_7_5_3
omega_7_6_7
omega_7_7_9
omega_7_8_5
omega_8_1_4
omega_8_2_7
omega_8_3_9
omega_8_4_0
omega_8_5_9
omega_8_6_10
omega_8_7_1
omega_8_8_6
omega_9_1_2
omega_9_2_0
omega_9_3_7
omega_9_4_7
omega_9_5_1
omega_9_6_1
omega_9_7_2
omega_9_8_1
omega_10_1_1
omega_10_2_1
omega_10_3_1
omega_10_4_10
omega_10_5_9
omega_10_6_8
omega_10_7_4
omega_10_8_5
omega_11_1_5
