omega_1_1_10
omega_1_2_9
omega_1_3_0
omega_1_4_6
omega_1_5_6
omega_1_6_8
omega_1_7_23
omega_1_8_0
omega_1_9_15
omega_1_10_12
omega_2_1_17
omega_2_2_8
omega_2_3_25
omega_2_4_11
omega_2_5_24
omega_2_6_7
omega_2_7_8
omega_2_8_21
omega_2_9_8
omega_2_10_8
omega_3_1_12
omega_3_2_22
omega_3_3_11
omega_3_4_15
omega_3_5_22
omega_3_6_14
omega_3_7_3
omega_3_8_9
omega_3_9_16
omega_3_10_10
omega_4_1_0
omega_4_2_0
omega_4_3_1
omega_4_4_0
omega_4_5_15
omega_4_6_24
omega_4_7_1
omega_4_8_0
omega_4_9_1
omega_4_10_0
omega_5_1_0
omega_5_2_0
omega_5_3_0
omega_5_4_6
omega_5_5_9
omega_5_6_25
omega_5_7_11
omega_5_8_11
omega_5_9_10
omega_5_10_22
omega_6_1_4
