omega_1_1_12
omega_1_2_21
omega_1_3_19
omega_1_4_2
omega_1_5_19
omega_1_6_25
omega_1_7_1
omega_1_8_20
omega_1_9_3
omega_1_10_21
omega_2_1_24
omega_2_2_25
omega_2_3_21
omega_2_4_5
omega_2_5_1
omega_2_6_14
omega_2_7_4
omega_2_8_3
omega_2_9_2
omega_2_10_4
omega_3_1_25
omega_3_2_0
omega_3_3_17
omega_3_4_6
omega_3_5_3
omega_3_6_5
omega_3_7_19
omega_3_8_2
omega_3_9_11
omega_3_10_5
omega_4_1_4
omega_4_2_5
omega_4_3_4
omega_4_4_11
omega_4_5_3
omega_4_6_10
omega_4_7_0
omega_4_8_13
omega_4_9_8
omega_4_10_1
omega_5_1_1
omega_5_2_21
omega_5_3_15
omega_5_4_14
omega_5_5_6
omega_5_6_2
omega_5_7_22
omega_5_8_12
omega_5_9_16
omega_5_10_6
omega_6_1_4
omega_6_2_3
omega_6_3_3
omega_6_4_4
omega_6_5_12
omega_6_6_20
omega_6_7_10
omega_6_8_0
omega_6_9_1
omega_6_10_20
omega_7_1_3
