omega_1_1_14
omega_1_2_14
omega_1_3_12
omega_1_4_11
omega_1_5_0
omega_1_6_14
omega_1_7_13
omega_1_8_24
omega_1_9_1
omega_1_10_25
omega_2_1_0
omega_2_2_4
omega_2_3_1
omega_2_4_2
omega_2_5_1
omega_2_6_3
omega_2_7_5
omega_2_8_4
omega_2_9_0
omega_2_10_4
omega_3_1_2
omega_3_2_9
omega_3_3_9
omega_3_4_9
omega_3_5_9
omega_3_6_9
omega_3_7_9
omega_3_8_9
omega_3_9_18
omega_3_10_20
omega_4_1_2
