omega_1_1_12
omega_1_2_12
omega_1_3_12
omega_1_4_12
omega_1_5_18
omega_1_6_12
omega_1_7_12
omega_1_8_6
omega_1_9_13
omega_1_10_11
omega_2_1_5
omega_2_2_21
omega_2_3_17
omega_2_4_3
omega_2_5_22
omega_2_6_0
omega_2_7_25
omega_2_8_0
omega_2_9_24
omega_2_10_22
omega_3_1_3
omega_3_2_3
omega_3_3_0
omega_3_4_1
omega_3_5_23
omega_3_6_0
omega_3_7_0
omega_3_8_0
omega_3_9_1
omega_3_10_2
omega_4_1_1
omega_4_2_2
omega_4_3_9
omega_4_4_5
omega_4_5_2
omega_4_6_8
omega_4_7_8
omega_4_8_2
omega_4_9_20
omega_4_10_2
omega_5_1_9
