omega_1_1_13
omega_1_2_21
omega_1_3_23
omega_1_4_12
omega_1_5_12
omega_1_6_7
omega_1_7_13
omega_1_8_8
omega_1_9_10
omega_1_10_12
omega_2_1_5
omega_2_2_0
omega_2_3_23
omega_2_4_0
omega_2_5_22
omega_2_6_0
omega_2_7_14
omega_2_8_3
omega_2_9_2
omega_2_10_4
omega_3_1_23
omega_3_2_22
omega_3_3_23
omega_3_4_24
omega_3_5_7
omega_3_6_24
omega_3_7_25
omega_3_8_2
omega_3_9_14
omega_3_10_25
omega_4_1_25
omega_4_2_25
omega_4_3_2
omega_4_4_14
omega_4_5_25
omega_4_6_23
omega_4_7_19
omega_4_8_12
omega_4_9_12
omega_4_10_22
omega_5_1_12
omega_5_2_22
omega_5_3_23
omega_5_4_21
omega_5_5_1
omega_5_6_0
omega_5_7_10
omega_5_8_25
omega_5_9_0
omega_5_10_1
omega_6_1_9
omega_6_2_7
omega_6_3_7
omega_6_4_19
omega_6_5_12
omega_6_6_5
omega_6_7_11
omega_6_8_2
omega_6_9_3
omega_6_10_3
omega_7_1_25
omega_7_2_4
omega_7_3_2
omega_7_4_3
omega_7_5_3
omega_7_6_16
omega_7_7_7
omega_7_8_16
omega_7_9_2
omega_7_10_14
omega_8_1_0
omega_8_2_0
omega_8_3_0
omega_8_4_21
omega_8_5_0
omega_8_6_2
omega_8_7_0
omega_8_8_0
omega_8_9_2
omega_8_10_2
omega_9_1_6
omega_9_2_7
omega_9_3_14
omega_9_4_6
omega_9_5_5
omega_9_6_8
omega_9_7_2
omega_9_8_8
omega_9_9_16
omega_9_10_8
omega_10_1_3
omega_10_2_1
omega_10_3_21
omega_10_4_2
omega_10_5_4
omega_10_6_7
omega_10_7_4
omega_10_8_18
omega_10_9_7
omega_10_10_0
omega_11_1_7
