omega_1_1_20
omega_1_2_9
omega_1_3_9
omega_1_4_9
omega_1_5_25
omega_1_6_22
omega_1_7_0
omega_1_8_25
omega_1_9_10
omega_1_10_12
omega_2_1_6
omega_2_2_8
omega_2_3_6
omega_2_4_6
omega_2_5_6
omega_2_6_6
omega_2_7_6
omega_2_8_6
omega_2_9_6
omega_2_10_0
omega_3_1_2
